matrix,build,arm,kernel,cflags,dtype,threads,lmul,runs,time_median_s,time_mean_s,time_std_s,time_min_s,time_max_s,time_iqr_s,time_rel_spread,gops_median,gops_mean,gops_std,gops_min,gops_max,speedup_vs_baseline,speedup_ci_lo,speedup_ci_hi,speedup_significant,speedup_vs_scalar_same_build,speedup_vs_1thread,parallel_efficiency,nnz_c,op_mean,op_max,op_var,cycles_median,instructions_median,ipc,stalls_backend_median,backend_stall_frac,perf_mux_min,cycles_per_nnz_c,march,cc_version,status
email-Enron,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,1.062443363,1.063900128,0.004780508,1.060264303,1.077415423,0.003275725,0.0161,0.0970,0.0968,0.0004,0.0956,0.0971,0.9361,0.9324,0.9383,yes,0.9361,1.0000,1.0000,30492154,1403.6152,92662,13703573.1246,1699257526,850594268,0.5006,1118734634,0.6584,1.0000,55.7277,-march=rv64gcv -mabi=lp64d,16.1.0,ok
email-Enron,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,1.087718547,1.089600625,0.007467843,1.084945731,1.111507715,0.003093609,0.0244,0.0947,0.0945,0.0006,0.0927,0.0949,0.9144,0.9114,0.9167,yes,0.9144,0.9768,0.4884,30492154,1403.6152,92662,13703573.1246,1541205818,734280844,0.4764,1034454218,0.6712,1.0000,50.5443,-march=rv64gcv -mabi=lp64d,16.1.0,ok
email-Enron,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,1.088823866,1.094204013,0.017009767,1.086443769,1.144982751,0.003806584,0.0538,0.0946,0.0942,0.0014,0.0900,0.0948,0.9134,0.9100,0.9157,yes,0.9134,0.9758,0.2439,30492154,1403.6152,92662,13703573.1246,1222739888,572534252,0.4682,824112267,0.6740,1.0000,40.1001,-march=rv64gcv -mabi=lp64d,16.1.0,ok
email-Enron,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,1.098442147,1.098001944,0.001601240,1.095424741,1.100175212,0.002906581,0.0043,0.0938,0.0938,0.0001,0.0936,0.0940,0.9054,0.9026,0.9077,yes,0.9054,0.9672,0.1209,30492154,1403.6152,92662,13703573.1246,906450846,416611454,0.4596,614661916,0.6781,1.0000,29.7273,-march=rv64gcv -mabi=lp64d,16.1.0,ok
filter3D,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,1.484351793,1.483984297,0.001676319,1.480601241,1.485713108,0.001787811,0.0034,0.1158,0.1158,0.0001,0.1157,0.1161,0.9576,0.9569,0.9587,yes,0.9576,1.0000,1.0000,20161619,807.5874,3340,165227.7352,2374146267,388919818,0.1638,2083498596,0.8776,1.0000,117.7557,-march=rv64gcv -mabi=lp64d,16.1.0,ok
filter3D,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,1.445482028,1.459990868,0.043688150,1.444539103,1.591042551,0.001249137,0.1014,0.1189,0.1178,0.0033,0.1081,0.1190,0.9834,0.9828,0.9838,yes,0.9834,1.0000,1.0000,20161619,807.5874,3340,165227.7352,2312110696,315650140,0.1365,2075181827,0.8975,1.0000,114.6788,-march=rv64gcv -mabi=lp64d,16.1.0,ok
filter3D,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,1.421122740,1.420474962,0.001693394,1.416320167,1.421669771,0.000552427,0.0038,0.1210,0.1210,0.0001,0.1209,0.1214,1.0002,0.9999,1.0013,no,1.0002,1.0000,1.0000,20161619,807.5874,3340,165227.7352,2273180377,272896659,0.1201,2070329991,0.9108,1.0000,112.7479,-march=rv64gcv -mabi=lp64d,16.1.0,ok
filter3D,gcv,autovec,scalar_f32,-,f32,1,,10,1.421433243,1.429502362,0.024372638,1.420811488,1.502614814,0.000467347,0.0575,0.1209,0.1203,0.0020,0.1144,0.1210,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,20161619,807.5874,3340,165227.7352,2273483469,1179542345,0.5188,1423013636,0.6259,1.0000,112.7629,-march=rv64gcv -mabi=lp64d,16.1.0,ok
filter3D,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,1.427667715,1.427934004,0.001167729,1.426639527,1.430636000,0.001558117,0.0028,0.1204,0.1204,0.0001,0.1202,0.1205,0.9956,0.9949,0.9962,yes,0.9956,1.0000,1.0000,20161619,807.5874,3340,165227.7352,2283372090,1179555656,0.5166,1433926611,0.6280,1.0000,113.2534,-march=rv64gcv -mabi=lp64d,16.1.0,ok
filter3D,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,1.472258304,1.475885670,0.011109810,1.470917257,1.509132433,0.001681277,0.0260,0.1168,0.1165,0.0009,0.1139,0.1169,0.9655,0.9648,0.9660,yes,0.9655,1.0000,1.0000,20161619,807.5874,3340,165227.7352,2354639380,1179701143,0.5010,1506833762,0.6399,1.0000,116.7882,-march=rv64gcv -mabi=lp64d,16.1.0,ok
filter3D,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,1.547850102,1.547793130,0.001961163,1.544130508,1.551765768,0.001144560,0.0049,0.1111,0.1111,0.0001,0.1108,0.1113,0.9183,0.9178,0.9191,yes,0.9183,0.9512,0.4756,20161619,807.5874,3340,165227.7352,1224555386,592687064,0.4840,782443610,0.6390,1.0000,60.7370,-march=rv64gcv -mabi=lp64d,16.1.0,ok
filter3D,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,1.548145104,1.547910713,0.001096069,1.545408012,1.549062841,0.001780981,0.0024,0.1111,0.1111,0.0001,0.1110,0.1112,0.9182,0.9177,0.9188,yes,0.9182,0.9510,0.2377,20161619,807.5874,3340,165227.7352,692618364,317165554,0.4579,454180870,0.6557,1.0000,34.3533,-march=rv64gcv -mabi=lp64d,16.1.0,ok
filter3D,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,1.550677455,1.561038148,0.029127899,1.550190401,1.648315478,0.003310389,0.0633,0.1109,0.1102,0.0020,0.1043,0.1109,0.9167,0.9148,0.9169,yes,0.9167,0.9494,0.1187,20161619,807.5874,3340,165227.7352,331567404,160407964,0.4838,211835892,0.6389,1.0000,16.4455,-march=rv64gcv -mabi=lp64d,16.1.0,ok
m133-b3,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,0.284529605,0.285569402,0.002639236,0.283902266,0.293167599,0.001660654,0.0326,0.0225,0.0224,0.0002,0.0219,0.0226,0.8479,0.8434,0.8495,yes,0.8479,1.0000,1.0000,3182751,16.0000,16,0.0000,455031596,55688146,0.1224,414193998,0.9103,1.0000,142.9680,-march=rv64gcv -mabi=lp64d,16.1.0,ok
m133-b3,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,0.303039664,0.308244929,0.008100843,0.302067950,0.321088251,0.017496475,0.0628,0.0211,0.0208,0.0005,0.0200,0.0212,0.7961,0.7533,0.7978,yes,0.7961,1.0000,1.0000,3182751,16.0000,16,0.0000,484586716,55725950,0.1150,443190496,0.9146,1.0000,152.2540,-march=rv64gcv -mabi=lp64d,16.1.0,ok
m133-b3,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,0.328080301,0.328195335,0.000647657,0.327485709,0.329953524,0.000475181,0.0075,0.0195,0.0195,0.0001,0.0194,0.0196,0.7354,0.7345,0.7365,yes,0.7354,1.0000,1.0000,3182751,16.0000,16,0.0000,524644656,55749379,0.1063,483336222,0.9213,1.0000,164.8400,-march=rv64gcv -mabi=lp64d,16.1.0,ok
m133-b3,gcv,autovec,scalar_f32,-,f32,1,,10,0.241255933,0.241315422,0.000272721,0.240914328,0.241742280,0.000529094,0.0034,0.0265,0.0265,0.0000,0.0265,0.0266,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,3182751,16.0000,16,0.0000,385979596,83631489,0.2167,328356005,0.8507,1.0000,121.2723,-march=rv64gcv -mabi=lp64d,16.1.0,ok
m133-b3,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,0.240999136,0.241338066,0.000764901,0.240626179,0.243233442,0.000859575,0.0108,0.0266,0.0265,0.0001,0.0263,0.0266,1.0011,0.9981,1.0028,no,1.0011,1.0000,1.0000,3182751,16.0000,16,0.0000,385488036,83650502,0.2170,328161680,0.8513,1.0000,121.1179,-march=rv64gcv -mabi=lp64d,16.1.0,ok
m133-b3,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,0.250072291,0.250391348,0.000782846,0.249895677,0.252637975,0.000514845,0.0110,0.0256,0.0256,0.0001,0.0254,0.0256,0.9647,0.9629,0.9662,yes,0.9647,1.0000,1.0000,3182751,16.0000,16,0.0000,400036340,83636338,0.2091,341517473,0.8537,1.0000,125.6889,-march=rv64gcv -mabi=lp64d,16.1.0,ok
m133-b3,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,0.263656453,0.263768101,0.000501438,0.263187356,0.265109869,0.000373103,0.0073,0.0243,0.0243,0.0000,0.0242,0.0243,0.9150,0.9139,0.9165,yes,0.9150,0.9485,0.4742,3182751,16.0000,16,0.0000,205791049,42427500,0.2062,173258093,0.8419,1.0000,64.6582,-march=rv64gcv -mabi=lp64d,16.1.0,ok
m133-b3,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,0.263066364,0.263577704,0.001115543,0.262705675,0.266190014,0.000289650,0.0132,0.0244,0.0243,0.0001,0.0241,0.0244,0.9171,0.9132,0.9184,yes,0.9171,0.9506,0.2377,3182751,16.0000,16,0.0000,99376984,21703560,0.2184,82653936,0.8317,1.0000,31.2236,-march=rv64gcv -mabi=lp64d,16.1.0,ok
m133-b3,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,0.263763780,0.264337230,0.001308310,0.263384469,0.266939302,0.000531093,0.0135,0.0243,0.0242,0.0001,0.0240,0.0243,0.9147,0.9092,0.9161,yes,0.9147,0.9481,0.1185,3182751,16.0000,16,0.0000,48289394,11728792,0.2429,39291226,0.8137,1.0000,15.1722,-march=rv64gcv -mabi=lp64d,16.1.0,ok
mario002,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,0.677369250,0.677747787,0.001353509,0.675899620,0.680322808,0.001301701,0.0065,0.0379,0.0379,0.0001,0.0377,0.0380,0.9529,0.9516,0.9572,yes,0.9529,1.0000,1.0000,6449598,32.9064,41,96.6803,1083195459,124984170,0.1154,990373551,0.9143,1.0000,167.9477,-march=rv64gcv -mabi=lp64d,16.1.0,ok
mario002,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,0.724777126,0.737302243,0.021449337,0.722824004,0.786692980,0.034289996,0.0881,0.0354,0.0348,0.0010,0.0326,0.0355,0.8906,0.8524,0.8957,yes,0.8906,1.0000,1.0000,6449598,32.9064,41,96.6803,1159172804,125586054,0.1083,1062921535,0.9170,1.0000,179.7279,-march=rv64gcv -mabi=lp64d,16.1.0,ok
mario002,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,0.792947291,0.792965300,0.001656093,0.790872397,0.794891573,0.003563895,0.0051,0.0324,0.0324,0.0000,0.0323,0.0324,0.8140,0.8120,0.8183,yes,0.8140,1.0000,1.0000,6449598,32.9064,41,96.6803,1268192636,125728932,0.0991,1170178989,0.9227,1.0000,196.6313,-march=rv64gcv -mabi=lp64d,16.1.0,ok
mario002,gcv,autovec,scalar_f32,-,f32,1,,10,0.645491444,0.646413551,0.001521600,0.644991301,0.648906210,0.003194861,0.0061,0.0398,0.0397,0.0001,0.0395,0.0398,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,6449598,32.9064,41,96.6803,1032358367,247164683,0.2394,859642432,0.8327,1.0000,160.0655,-march=rv64gcv -mabi=lp64d,16.1.0,ok
mario002,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,0.645075078,0.645989914,0.001606260,0.644550960,0.648544412,0.003444156,0.0062,0.0398,0.0397,0.0001,0.0396,0.0398,1.0006,0.9956,1.0051,no,1.0006,1.0000,1.0000,6449598,32.9064,41,96.6803,1031615602,247126121,0.2396,859537875,0.8332,1.0000,159.9504,-march=rv64gcv -mabi=lp64d,16.1.0,ok
mario002,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,0.663530375,0.663737366,0.001365634,0.662121370,0.666071613,0.002340458,0.0060,0.0387,0.0387,0.0001,0.0385,0.0388,0.9728,0.9708,0.9775,yes,0.9728,1.0000,1.0000,6449598,32.9064,41,96.6803,1060978172,247216047,0.2330,886269700,0.8353,1.0000,164.5030,-march=rv64gcv -mabi=lp64d,16.1.0,ok
mario002,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,0.687607155,0.687731418,0.001545611,0.685867029,0.689747739,0.002841198,0.0056,0.0374,0.0373,0.0001,0.0372,0.0374,0.9388,0.9364,0.9437,yes,0.9388,0.9650,0.4825,6449598,32.9064,41,96.6803,617652090,151585344,0.2454,504045126,0.8161,1.0000,95.7660,-march=rv64gcv -mabi=lp64d,16.1.0,ok
mario002,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,0.686184356,0.686450882,0.001057585,0.685215340,0.688409898,0.001061580,0.0047,0.0374,0.0374,0.0000,0.0373,0.0374,0.9407,0.9394,0.9449,yes,0.9407,0.9670,0.2417,6449598,32.9064,41,96.6803,329846196,76492440,0.2319,271990754,0.8246,1.0000,51.1421,-march=rv64gcv -mabi=lp64d,16.1.0,ok
mario002,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,0.686273904,0.686996041,0.001751974,0.685025438,0.690154980,0.002906469,0.0075,0.0374,0.0374,0.0001,0.0372,0.0375,0.9406,0.9372,0.9448,yes,0.9406,0.9669,0.1209,6449598,32.9064,41,96.6803,191165394,39819164,0.2083,160503965,0.8396,1.0000,29.6399,-march=rv64gcv -mabi=lp64d,16.1.0,ok
offshore,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,2.214062868,2.213917193,0.000921601,2.212336386,2.215409541,0.000612464,0.0014,0.0644,0.0644,0.0000,0.0644,0.0645,0.9501,0.9496,0.9510,yes,0.9501,1.0000,1.0000,23356245,274.6172,562,2479.8377,3540630212,416297618,0.1176,3218826586,0.9091,1.0000,151.5924,-march=rv64gcv -mabi=lp64d,16.1.0,FAIL
offshore,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,2.191005860,2.192503972,0.004466370,2.188418115,2.202712652,0.004492945,0.0065,0.0651,0.0651,0.0001,0.0648,0.0652,0.9601,0.9583,0.9613,yes,0.9601,1.0000,1.0000,23356245,274.6172,562,2479.8377,3503701202,356463065,0.1017,3219256702,0.9188,1.0000,150.0113,-march=rv64gcv -mabi=lp64d,16.1.0,FAIL
offshore,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,2.312083232,2.312425326,0.001918738,2.310013897,2.315755312,0.003989646,0.0025,0.0617,0.0617,0.0001,0.0616,0.0618,0.9099,0.9088,0.9108,yes,0.9099,1.0000,1.0000,23356245,274.6172,562,2479.8377,3697713016,333000783,0.0901,3442909842,0.9311,1.0000,158.3180,-march=rv64gcv -mabi=lp64d,16.1.0,FAIL
offshore,gcv,autovec,scalar_f32,-,f32,1,,10,2.103658690,2.115248601,0.034473925,2.102312548,2.218606654,0.002253459,0.0553,0.0678,0.0675,0.0011,0.0643,0.0679,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,23356245,274.6172,562,2479.8377,3364594526,1079198362,0.3208,2573746252,0.7649,1.0000,144.0555,-march=rv64gcv -mabi=lp64d,16.1.0,ok
offshore,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,2.104661393,2.105809869,0.002938193,2.103213170,2.113364778,0.003216076,0.0048,0.0678,0.0677,0.0001,0.0675,0.0678,0.9995,0.9982,1.0005,no,0.9995,1.0000,1.0000,23356245,274.6172,562,2479.8377,3366137043,1079106442,0.3206,2575770760,0.7652,1.0000,144.1215,-march=rv64gcv -mabi=lp64d,16.1.0,ok
offshore,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,2.092977207,2.101699633,0.025997752,2.091100098,2.179580323,0.002457233,0.0423,0.0682,0.0679,0.0008,0.0655,0.0682,1.0051,1.0041,1.0060,yes,1.0051,1.0000,1.0000,23356245,274.6172,562,2479.8377,3347676293,1079125690,0.3224,2562286633,0.7654,1.0000,143.3311,-march=rv64gcv -mabi=lp64d,16.1.0,ok
offshore,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,2.295908290,2.307760009,0.038796897,2.288573573,2.423845056,0.004353814,0.0589,0.0621,0.0618,0.0010,0.0589,0.0623,0.9163,0.9155,0.9176,yes,0.9163,0.9116,0.4558,23356245,274.6172,562,2479.8377,1851761144,541531640,0.2924,1431261746,0.7729,1.0000,79.2833,-march=rv64gcv -mabi=lp64d,16.1.0,ok
offshore,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,2.291062016,2.308694724,0.053665022,2.287912533,2.469550712,0.005057916,0.0793,0.0623,0.0619,0.0014,0.0578,0.0624,0.9182,0.9170,0.9194,yes,0.9182,0.9135,0.2284,23356245,274.6172,562,2479.8377,789067044,270245408,0.3425,581522844,0.7370,1.0000,33.7840,-march=rv64gcv -mabi=lp64d,16.1.0,ok
offshore,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,2.295452102,2.295317383,0.001326391,2.293357112,2.297433141,0.002475413,0.0018,0.0622,0.0622,0.0000,0.0621,0.0622,0.9164,0.9159,0.9174,yes,0.9164,0.9118,0.1140,23356245,274.6172,562,2479.8377,357311108,136216629,0.3812,253260682,0.7088,1.0000,15.2983,-march=rv64gcv -mabi=lp64d,16.1.0,ok
p2p-Gnutella31,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,0.070932588,0.070831841,0.000334052,0.070271309,0.071244878,0.000504050,0.0137,0.0152,0.0152,0.0001,0.0151,0.0153,0.8745,0.8713,0.8814,yes,0.8745,1.0000,1.0000,537601,8.6013,325,364.5103,113380676,9053202,0.0798,105236086,0.9282,1.0000,210.9012,-march=rv64gcv -mabi=lp64d,16.1.0,ok
p2p-Gnutella31,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,0.070381191,0.070593750,0.001058457,0.069626017,0.073670653,0.000385696,0.0575,0.0153,0.0153,0.0002,0.0146,0.0155,0.8814,0.8788,0.8878,yes,0.8814,1.0000,1.0000,537601,8.6013,325,364.5103,112627959,8332196,0.0740,105218826,0.9342,1.0000,209.5010,-march=rv64gcv -mabi=lp64d,16.1.0,ok
p2p-Gnutella31,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,0.073208271,0.073273776,0.000417221,0.072633915,0.074118933,0.000249024,0.0203,0.0147,0.0147,0.0001,0.0145,0.0148,0.8473,0.8437,0.8534,yes,0.8473,1.0000,1.0000,537601,8.6013,325,364.5103,117118244,8333414,0.0712,109732900,0.9369,1.0000,217.8535,-march=rv64gcv -mabi=lp64d,16.1.0,ok
p2p-Gnutella31,gcv,autovec,scalar_f32,-,f32,1,,10,0.062032275,0.062415535,0.001059764,0.061662528,0.065431384,0.000266635,0.0608,0.0174,0.0173,0.0003,0.0165,0.0175,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,537601,8.6013,325,364.5103,99240500,13709770,0.1381,88055631,0.8873,1.0000,184.5988,-march=rv64gcv -mabi=lp64d,16.1.0,ok
p2p-Gnutella31,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,0.062021489,0.062160633,0.000524261,0.061361887,0.063152708,0.000817229,0.0289,0.0173,0.0173,0.0001,0.0170,0.0175,1.0002,0.9892,1.0064,no,1.0002,1.0000,1.0000,537601,8.6013,325,364.5103,99125788,13724808,0.1385,87767284,0.8854,1.0000,184.3854,-march=rv64gcv -mabi=lp64d,16.1.0,ok
p2p-Gnutella31,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,0.062248429,0.062684597,0.000903740,0.062042822,0.065150845,0.000652657,0.0499,0.0173,0.0172,0.0002,0.0165,0.0174,0.9965,0.9854,0.9999,yes,0.9965,1.0000,1.0000,537601,8.6013,325,364.5103,99621702,13704978,0.1376,88665438,0.8900,1.0000,185.3079,-march=rv64gcv -mabi=lp64d,16.1.0,ok
p2p-Gnutella31,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,0.068329320,0.068256260,0.000518318,0.067285979,0.069002881,0.000317870,0.0251,0.0158,0.0158,0.0001,0.0156,0.0160,0.9078,0.9039,0.9160,yes,0.9078,0.9110,0.4555,537601,8.6013,325,364.5103,42626258,6217636,0.1459,36967296,0.8672,1.0000,79.2898,-march=rv64gcv -mabi=lp64d,16.1.0,ok
p2p-Gnutella31,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,0.069994102,0.070499382,0.001440037,0.069138214,0.073854914,0.000567116,0.0674,0.0154,0.0153,0.0003,0.0146,0.0156,0.8863,0.8692,0.8927,yes,0.8863,0.8893,0.2223,537601,8.6013,325,364.5103,19133854,3289662,0.1719,16136750,0.8434,1.0000,35.5912,-march=rv64gcv -mabi=lp64d,16.1.0,ok
p2p-Gnutella31,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,0.070259312,0.070437990,0.000950267,0.069225810,0.072793839,0.000873823,0.0508,0.0153,0.0153,0.0002,0.0148,0.0156,0.8829,0.8760,0.8907,yes,0.8829,0.8860,0.1107,537601,8.6013,325,364.5103,10884218,2171572,0.1995,8748880,0.8038,1.0000,20.2459,-march=rv64gcv -mabi=lp64d,16.1.0,ok
patents_main,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,0.471985896,0.472112288,0.001064896,0.470754634,0.474650032,0.001300298,0.0083,0.0110,0.0110,0.0000,0.0110,0.0111,0.8470,0.8441,0.8520,yes,0.8470,1.0000,1.0000,2281308,10.8286,1226,445.2848,754959999,41885628,0.0555,717070303,0.9498,1.0000,330.9330,-march=rv64gcv -mabi=lp64d,16.1.0,ok
patents_main,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,0.494299254,0.500368373,0.010167106,0.492220543,0.519930209,0.020159860,0.0561,0.0105,0.0104,0.0002,0.0100,0.0106,0.8087,0.7786,0.8134,yes,0.8087,1.0000,1.0000,2281308,10.8286,1226,445.2848,790855228,40699095,0.0515,753896353,0.9533,1.0000,346.6675,-march=rv64gcv -mabi=lp64d,16.1.0,ok
patents_main,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,0.551436985,0.551231505,0.001263611,0.549397770,0.553768848,0.002027088,0.0079,0.0094,0.0094,0.0000,0.0094,0.0095,0.7249,0.7226,0.7293,yes,0.7249,1.0000,1.0000,2281308,10.8286,1226,445.2848,881917204,40577058,0.0460,843780296,0.9568,1.0000,386.5840,-march=rv64gcv -mabi=lp64d,16.1.0,ok
patents_main,gcv,autovec,scalar_f32,-,f32,1,,10,0.399757654,0.399956284,0.001688372,0.397715878,0.402400020,0.003499919,0.0117,0.0130,0.0130,0.0001,0.0129,0.0131,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,2281308,10.8286,1226,445.2848,639278192,64607133,0.1011,584547507,0.9144,1.0000,280.2244,-march=rv64gcv -mabi=lp64d,16.1.0,ok
patents_main,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,0.399290119,0.399871443,0.001744859,0.397657588,0.402816203,0.003470170,0.0129,0.0130,0.0130,0.0001,0.0129,0.0131,1.0012,0.9941,1.0069,no,1.0012,1.0000,1.0000,2281308,10.8286,1226,445.2848,638691330,64589782,0.1011,583441502,0.9135,1.0000,279.9672,-march=rv64gcv -mabi=lp64d,16.1.0,ok
patents_main,gcv,omp,scalar_omp_f32,-fopenmp,f32,1,,10,0.403530703,0.404069864,0.001665405,0.401846677,0.406609981,0.003046864,0.0118,0.0129,0.0129,0.0001,0.0128,0.0130,0.9906,0.9837,0.9959,yes,0.9906,1.0000,1.0000,2281308,10.8286,1226,445.2848,645500679,64605094,0.1001,591554818,0.9164,1.0000,282.9520,-march=rv64gcv -mabi=lp64d,16.1.0,ok
patents_main,gcv,omp,scalar_omp_f32,-fopenmp,f32,2,,10,0.447658697,0.448273087,0.001957802,0.445908259,0.452726359,0.002294240,0.0152,0.0116,0.0116,0.0001,0.0115,0.0117,0.8930,0.8881,0.8983,yes,0.8930,0.9014,0.4507,2281308,10.8286,1226,445.2848,265532128,25421086,0.0957,240514783,0.9058,1.0000,116.3947,-march=rv64gcv -mabi=lp64d,16.1.0,ok
patents_main,gcv,omp,scalar_omp_f32,-fopenmp,f32,4,,10,0.458605890,0.458677360,0.001302135,0.456834035,0.460877506,0.002204454,0.0088,0.0114,0.0114,0.0000,0.0113,0.0114,0.8717,0.8681,0.8766,yes,0.8717,0.8799,0.2200,2281308,10.8286,1226,445.2848,47636190,5903924,0.1239,41756173,0.8766,1.0000,20.8811,-march=rv64gcv -mabi=lp64d,16.1.0,ok
patents_main,gcv,omp,scalar_omp_f32,-fopenmp,f32,8,,10,0.456819806,0.457665832,0.002140559,0.455355496,0.461426182,0.003793362,0.0133,0.0114,0.0114,0.0000,0.0113,0.0114,0.8751,0.8688,0.8803,yes,0.8751,0.8833,0.1104,2281308,10.8286,1226,445.2848,3054230,1757364,0.5754,1590603,0.5208,1.0000,1.3388,-march=rv64gcv -mabi=lp64d,16.1.0,ok
poisson3Da,gcv,intrinsic,rvv_f32_m1,-,f32,1,1,10,0.417318489,0.420964875,0.011809272,0.414625914,0.455850929,0.004463932,0.0988,0.0564,0.0559,0.0015,0.0516,0.0568,0.9390,0.9339,0.9447,yes,0.9390,1.0000,1.0000,2957530,870.8508,3602,209590.8200,666958280,54683060,0.0820,621766902,0.9322,1.0000,225.5119,-march=rv64gcv -mabi=lp64d,16.1.0,ok
poisson3Da,gcv,intrinsic,rvv_f32_m2,-,f32,1,2,10,0.409566447,0.409856714,0.001012480,0.408963654,0.412578477,0.001036383,0.0088,0.0575,0.0574,0.0002,0.0570,0.0576,0.9568,0.9552,0.9586,yes,0.9568,1.0000,1.0000,2957530,870.8508,3602,209590.8200,654761128,44760808,0.0684,618760305,0.9450,1.0000,221.3878,-march=rv64gcv -mabi=lp64d,16.1.0,ok
poisson3Da,gcv,intrinsic,rvv_f32_m4,-,f32,1,4,10,0.407464448,0.407962926,0.000955787,0.406989210,0.410139259,0.001483474,0.0077,0.0578,0.0577,0.0001,0.0574,0.0578,0.9617,0.9586,0.9635,yes,0.9617,1.0000,1.0000,2957530,870.8508,3602,209590.8200,651858183,38875428,0.0596,620429664,0.9518,1.0000,220.4063,-march=rv64gcv -mabi=lp64d,16.1.0,ok
poisson3Da,gcv,autovec,scalar_f32,-,f32,1,,10,0.391859196,0.392387262,0.001271759,0.391580841,0.395942340,0.000859464,0.0111,0.0601,0.0600,0.0002,0.0594,0.0601,1.0000,1.0000,1.0000,,1.0000,1.0000,1.0000,2957530,870.8508,3602,209590.8200,626747886,163119986,0.2603,506732670,0.8085,1.0000,211.9160,-march=rv64gcv -mabi=lp64d,16.1.0,ok
poisson3Da,gcv,baseline,scalar_f32,-fno-tree-vectorize -fno-tree-slp-vectorize,f32,1,,10,0.393454639,0.393671850,0.001582115,0.391860198,0.396008221,0.003491057,0.0105,0.0599,0.0598,0.0003,0.0594,0.0601,0.9959,0.9910,1.0000,yes,0.9959,1.0000,1.0000,2957530,870.8508,3602,209590.8200,628635906,163235798,0.2597,507191676,0.8068,1.0000,212.5544,-march=rv64gcv -mabi=lp64d,16.1.0,ok
